model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Make
 Fabia,2019.0,11095.0,Manual,6180.0,Petrol,145.0,61.4,1.0,skoda
 Yeti Outdoor,,12495.0,Semi-Auto,45350.0,Petrol,150.0,51.4,1.2,skoda
 Fabia,2018.0,10295.0,Manual,17000.0,Petrol,150.0,,1.0,
 Kodiaq,2018.0,19495.0,Manual,13675.0,Diesel,150.0,52.3,2.0,skoda
 Octavia,2016.0,13500.0,Manual,44712.0,,30.0,62.8,2.0,skoda
 Superb,2017.0,14900.0,Manual,33600.0,Diesel,145.0,64.2,1.6,skoda
 Fabia,,8495.0,Manual,9818.0,Petrol,145.0,57.7,1.0,skoda
 Fabia,2019.0,,Semi-Auto,8652.0,Petrol,145.0,60.1,1.0,skoda
 Octavia,2019.0,14946.0,Semi-Auto,13646.0,Diesel,145.0,70.6,1.6,skoda
 Fabia,2019.0,8290.0,Manual,13773.0,Petrol,145.0,57.7,1.0,skoda
 Yeti,2016.0,,Manual,14334.0,Petrol,125.0,51.4,1.2,skoda
 Superb,2018.0,22895.0,Semi-Auto,3489.0,,145.0,39.8,2.0,skoda
 Karoq,2019.0,19619.0,Automatic,2226.0,,145.0,47.9,1.6,skoda
 Yeti,2015.0,9500.0,Manual,36671.0,Petrol,160.0,46.3,1.2,skoda
 Yeti Outdoor,2017.0,,Semi-Auto,24502.0,Petrol,125.0,51.4,1.2,skoda
 Yeti Outdoor,2017.0,13922.0,Semi-Auto,11373.0,Petrol,150.0,51.4,1.2,skoda
 Fabia,2015.0,8999.0,Semi-Auto,31291.0,Petrol,20.0,60.1,1.2,skoda
 Fabia,2020.0,13299.0,Manual,100.0,Petrol,145.0,51.4,1.0,skoda
 Octavia,2015.0,11795.0,Semi-Auto,32000.0,Petrol,30.0,56.5,1.4,skoda
 Octavia,2018.0,14695.0,Semi-Auto,7318.0,Petrol,145.0,56.5,1.4,skoda
 Superb,2016.0,16790.0,,30550.0,Diesel,30.0,61.4,2.0,skoda
,2018.0,17490.0,Manual,13825.0,Petrol,150.0,43.5,2.0,skoda
 Fabia,2014.0,4990.0,Manual,45500.0,Petrol,125.0,49.6,1.2,skoda
 Octavia,2017.0,18900.0,Semi-Auto,13540.0,Petrol,165.0,44.1,2.0,skoda
 Yeti,2014.0,8250.0,Manual,45505.0,Diesel,145.0,55.4,2.0,skoda
 Yeti,2014.0,6700.0,Manual,57801.0,Diesel,30.0,61.4,1.6,skoda
 Superb,2018.0,18995.0,,26681.0,Diesel,150.0,62.8,2.0,skoda
 Yeti Outdoor,2015.0,7995.0,Manual,60120.0,Petrol,165.0,46.3,1.2,skoda
 Superb,2019.0,17995.0,Semi-Auto,888.0,Petrol,145.0,36.7,1.5,skoda
 Octavia,2017.0,,Semi-Auto,9945.0,Petrol,145.0,,1.0,skoda
 Yeti Outdoor,2017.0,13795.0,Manual,12999.0,Petrol,145.0,51.4,1.2,skoda
 Citigo,2019.0,10495.0,Manual,5050.0,Petrol,150.0,67.3,1.0,skoda
 Superb,2017.0,14490.0,Semi-Auto,53750.0,Diesel,145.0,62.8,2.0,skoda
 Superb,2016.0,15990.0,Manual,22550.0,Diesel,20.0,67.3,2.0,skoda
 Superb,2018.0,,Semi-Auto,48200.0,Diesel,145.0,61.4,2.0,skoda
 Octavia,2019.0,14595.0,Semi-Auto,10112.0,Diesel,145.0,72.4,1.6,skoda
 Superb,2019.0,22495.0,Automatic,6000.0,Diesel,145.0,47.9,1.6,skoda
 Yeti Outdoor,2017.0,13495.0,,29738.0,Petrol,125.0,51.4,1.2,skoda
 Fabia,2016.0,8495.0,Manual,16676.0,Petrol,20.0,58.8,1.2,skoda
 Citigo,2018.0,6995.0,Manual,19752.0,Petrol,150.0,64.2,1.0,skoda
 Octavia,2018.0,17990.0,Semi-Auto,19775.0,Petrol,150.0,42.8,2.0,skoda
 Yeti,2014.0,6990.0,Manual,72500.0,Diesel,150.0,,,skoda
 Citigo,2016.0,6690.0,Manual,21900.0,Petrol,20.0,62.8,1.0,skoda
 Yeti Outdoor,2017.0,12399.0,Manual,9200.0,Petrol,125.0,51.4,1.2,skoda
 Fabia,2017.0,9199.0,Manual,17325.0,Petrol,150.0,64.2,,skoda
 Octavia,2017.0,10380.0,Manual,31506.0,Diesel,0.0,72.4,1.6,skoda
 Karoq,2018.0,19050.0,Manual,8936.0,Petrol,145.0,51.4,1.5,skoda
 Octavia,2019.0,14295.0,Semi-Auto,7700.0,Petrol,145.0,61.4,1.0,skoda
 Fabia,2019.0,13495.0,,5000.0,Petrol,145.0,52.3,1.0,
 Fabia,,8995.0,Manual,30000.0,Petrol,150.0,60.1,1.2,skoda
 Fabia,2017.0,9495.0,Manual,24735.0,Petrol,150.0,64.2,1.0,skoda
 Fabia,2017.0,9495.0,Manual,17963.0,Petrol,145.0,64.2,1.0,skoda
 Citigo,2018.0,8995.0,Manual,7802.0,Petrol,145.0,67.3,1.0,skoda
 Yeti Outdoor,2015.0,11345.0,Semi-Auto,31565.0,Petrol,125.0,51.4,1.2,skoda
 Fabia,2017.0,8495.0,,36000.0,Petrol,145.0,64.2,1.0,
 Fabia,2018.0,9795.0,Manual,13542.0,Petrol,145.0,64.2,1.0,
 Octavia,2017.0,15790.0,Manual,37375.0,Diesel,,62.8,2.0,skoda
,2017.0,14990.0,Semi-Auto,44475.0,,,42.8,,skoda
 Octavia,2018.0,16290.0,Semi-Auto,41200.0,Petrol,145.0,44.1,2.0,skoda
 Fabia,2016.0,8490.0,Manual,44425.0,Petrol,20.0,58.9,,skoda
 Superb,2017.0,14990.0,Semi-Auto,40100.0,Diesel,30.0,62.8,2.0,skoda
 Superb,2018.0,14990.0,Manual,24000.0,Diesel,145.0,65.7,2.0,skoda
 Fabia,2017.0,8490.0,Manual,34725.0,Petrol,145.0,64.2,1.0,skoda
 Kodiaq,2019.0,27495.0,Automatic,5500.0,Diesel,145.0,49.6,2.0,skoda
 Kodiaq,2017.0,18495.0,Manual,21154.0,Diesel,145.0,52.3,2.0,skoda
 Yeti Outdoor,2017.0,14695.0,Manual,18065.0,Petrol,,51.4,1.2,skoda
 Kodiaq,2017.0,20295.0,Manual,23500.0,Petrol,145.0,40.9,1.4,skoda
 Kodiaq,2019.0,26295.0,Semi-Auto,9800.0,Diesel,145.0,,2.0,skoda
 Superb,2018.0,19395.0,Automatic,3000.0,Petrol,145.0,36.7,1.5,skoda
 Superb,2019.0,20995.0,Semi-Auto,1720.0,Petrol,145.0,36.7,,
 Yeti Outdoor,2017.0,,Manual,,Petrol,125.0,,1.2,skoda
 Fabia,2017.0,8295.0,Manual,16757.0,Petrol,20.0,60.1,1.2,skoda
 Yeti Outdoor,2017.0,13295.0,Semi-Auto,23333.0,Petrol,125.0,51.4,1.2,skoda
 Fabia,2017.0,8990.0,Manual,33042.0,Petrol,145.0,64.2,1.0,skoda
 Kodiaq,2017.0,21995.0,Semi-Auto,21185.0,Petrol,145.0,44.8,1.4,skoda
,2017.0,,Manual,30242.0,Petrol,20.0,62.8,1.0,skoda
,2016.0,10690.0,Semi-Auto,15339.0,Petrol,20.0,60.1,1.2,skoda
 Superb,2019.0,21990.0,Semi-Auto,2581.0,Petrol,145.0,36.7,1.5,skoda
 Kamiq,2019.0,,Manual,4000.0,Petrol,,,1.0,skoda
 Octavia,2019.0,23900.0,Semi-Auto,6000.0,Petrol,145.0,44.8,1.5,
 Superb,,21900.0,Semi-Auto,6000.0,Diesel,145.0,47.9,1.6,skoda
 Octavia,2020.0,17000.0,Manual,3000.0,Petrol,145.0,52.3,1.0,skoda
 Octavia,,16900.0,Manual,5000.0,Diesel,145.0,56.5,1.6,skoda
 Scala,2019.0,18500.0,Semi-Auto,3500.0,Petrol,145.0,45.6,1.5,skoda
 Kodiaq,2019.0,21900.0,Automatic,13627.0,Petrol,145.0,34.0,1.5,
 Citigo,,9399.0,Manual,4847.0,Petrol,150.0,65.7,1.0,skoda
 Yeti Outdoor,2017.0,12999.0,Manual,15020.0,Petrol,125.0,51.4,1.2,skoda
 Scala,2020.0,22500.0,Semi-Auto,3000.0,Petrol,150.0,44.8,1.5,skoda
 Octavia,2020.0,17500.0,Manual,3000.0,Diesel,150.0,57.7,1.6,skoda
 Kodiaq,2019.0,23000.0,Automatic,7822.0,Diesel,145.0,49.6,2.0,skoda
 Yeti Outdoor,2017.0,13900.0,Semi-Auto,24795.0,Petrol,125.0,51.4,1.2,skoda
 Fabia,2014.0,7900.0,Manual,10670.0,Petrol,,,1.2,skoda
 Kodiaq,2018.0,20300.0,Manual,14652.0,Diesel,150.0,52.3,2.0,skoda
 Kodiaq,2020.0,36900.0,Automatic,3000.0,Diesel,150.0,,2.0,skoda
 Octavia,2020.0,,Semi-Auto,5000.0,Diesel,150.0,53.3,2.0,skoda
 Octavia,2019.0,22500.0,Semi-Auto,5534.0,Diesel,150.0,67.3,2.0,skoda
 Yeti Outdoor,2017.0,13800.0,Semi-Auto,26964.0,Petrol,125.0,,1.2,skoda
 Octavia,2016.0,12900.0,Manual,19690.0,Petrol,145.0,47.9,1.8,skoda
,2017.0,6700.0,Manual,19104.0,Petrol,145.0,,1.0,skoda
 Fabia,2015.0,9400.0,Semi-Auto,38928.0,Petrol,20.0,58.9,1.2,skoda
 Octavia,2019.0,16900.0,Manual,6000.0,Petrol,145.0,51.4,1.5,skoda
 Karoq,2019.0,25500.0,Automatic,7070.0,Diesel,145.0,42.8,2.0,skoda
 Yeti Outdoor,2017.0,13699.0,Semi-Auto,20108.0,Petrol,145.0,51.4,1.2,skoda
 Yeti Outdoor,2017.0,13795.0,Semi-Auto,20959.0,Petrol,150.0,51.4,1.2,skoda
 Kodiaq,2019.0,28995.0,,3895.0,,150.0,42.2,2.0,skoda
 Octavia,2017.0,10695.0,Manual,33748.0,Diesel,150.0,65.7,2.0,skoda
 Yeti Outdoor,2017.0,13795.0,Semi-Auto,21806.0,Petrol,150.0,51.4,1.2,skoda
 Fabia,2016.0,7995.0,Manual,31779.0,Petrol,20.0,60.1,1.2,skoda
 Yeti Outdoor,2017.0,13995.0,Semi-Auto,27035.0,Petrol,125.0,51.4,1.2,skoda
,2019.0,12795.0,Manual,2568.0,Petrol,,,1.0,skoda
 Octavia,,11490.0,Manual,33884.0,Diesel,20.0,70.6,2.0,skoda
 Superb,2019.0,26900.0,Semi-Auto,904.0,Petrol,150.0,33.2,2.0,skoda
 Kodiaq,2019.0,26500.0,Automatic,250.0,Petrol,150.0,32.5,1.5,skoda
 Kodiaq,2017.0,21700.0,Automatic,16175.0,Petrol,150.0,,1.4,skoda
 Yeti Outdoor,2017.0,11900.0,Manual,16281.0,Petrol,125.0,51.4,1.2,
 Octavia,2016.0,,Semi-Auto,56726.0,Diesel,,58.9,2.0,skoda
 Kodiaq,2019.0,26900.0,Automatic,8829.0,Petrol,,31.7,2.0,skoda
 Citigo,2017.0,6490.0,Manual,42675.0,Petrol,20.0,64.2,1.0,skoda
 Citigo,2013.0,3990.0,Manual,70890.0,Petrol,20.0,62.8,1.0,skoda
 Rapid,2014.0,5990.0,Manual,59682.0,Diesel,20.0,72.4,1.6,skoda
 Citigo,2017.0,6499.0,Manual,20091.0,Petrol,20.0,64.2,1.0,
 Yeti Outdoor,2014.0,10950.0,Semi-Auto,48883.0,Diesel,200.0,44.8,2.0,skoda
 Octavia,2019.0,16295.0,Manual,9209.0,Petrol,145.0,52.3,,skoda
 Scala,2020.0,15995.0,Manual,1422.0,Petrol,145.0,49.6,1.0,skoda
 Citigo,2016.0,5490.0,Manual,41331.0,Petrol,20.0,62.8,1.0,skoda
 Octavia,2016.0,8990.0,Manual,48574.0,Diesel,0.0,74.3,1.6,skoda
 Fabia,2016.0,6990.0,Manual,42080.0,Diesel,0.0,,1.4,skoda
 Superb,2016.0,13990.0,Semi-Auto,48558.0,Diesel,30.0,62.8,2.0,skoda
 Superb,2017.0,15490.0,,61005.0,Diesel,145.0,61.4,2.0,skoda
 Superb,2016.0,13790.0,Semi-Auto,55232.0,Diesel,30.0,62.8,2.0,
,2016.0,11490.0,Semi-Auto,46992.0,Diesel,30.0,64.2,2.0,skoda
 Superb,2017.0,14490.0,Semi-Auto,61595.0,Diesel,145.0,60.1,2.0,skoda
 Superb,2017.0,13990.0,Semi-Auto,62684.0,Diesel,125.0,60.1,2.0,skoda
 Superb,2016.0,13990.0,Manual,47167.0,,20.0,67.3,2.0,skoda
 Yeti,2013.0,6999.0,Manual,58000.0,Diesel,30.0,61.4,1.6,skoda
 Karoq,2018.0,20995.0,Automatic,10785.0,Petrol,150.0,50.4,1.5,skoda
,2017.0,9695.0,Manual,59023.0,Diesel,20.0,72.4,1.6,skoda
 Octavia,2016.0,11490.0,Semi-Auto,46992.0,Diesel,30.0,64.2,2.0,skoda
,2016.0,11490.0,Manual,57140.0,Diesel,20.0,68.9,2.0,skoda
 Octavia,2017.0,12490.0,Manual,52700.0,Diesel,125.0,58.9,2.0,skoda
 Superb,2016.0,19490.0,Semi-Auto,24100.0,Diesel,145.0,55.4,2.0,skoda
 Fabia,2019.0,11499.0,Manual,3249.0,Petrol,145.0,51.4,,skoda
 Scala,2019.0,16999.0,Manual,9875.0,Diesel,145.0,57.7,1.6,skoda
 Superb,2019.0,25499.0,Automatic,12358.0,Petrol,145.0,38.7,,skoda
 Superb,2016.0,17495.0,Semi-Auto,45432.0,Diesel,30.0,61.4,2.0,skoda
 Octavia,2018.0,13995.0,Manual,20098.0,Petrol,145.0,56.5,1.5,skoda
 Kodiaq,,23295.0,Semi-Auto,18321.0,Petrol,,39.8,1.4,skoda
 Scala,2019.0,17495.0,Semi-Auto,3425.0,Petrol,145.0,45.6,1.5,skoda
 Fabia,2019.0,13695.0,Manual,2514.0,Petrol,145.0,50.4,,skoda
 Kodiaq,2019.0,26995.0,Automatic,850.0,Petrol,145.0,36.7,1.5,skoda
 Superb,,28995.0,Semi-Auto,3245.0,Petrol,145.0,,1.5,skoda
 Fabia,2015.0,7290.0,Manual,35254.0,Diesel,0.0,78.6,1.4,skoda
 Citigo,2016.0,6290.0,Manual,26817.0,Petrol,20.0,62.8,1.0,skoda
 Citigo,2014.0,5490.0,Manual,31390.0,Petrol,0.0,68.9,1.0,skoda
 Octavia,2017.0,14490.0,Semi-Auto,49589.0,,125.0,60.1,2.0,skoda
 Superb,2016.0,,Manual,54280.0,Diesel,20.0,67.3,2.0,skoda
 Octavia,2015.0,7790.0,Manual,,Diesel,0.0,74.3,1.6,skoda
 Octavia,2017.0,16499.0,Semi-Auto,28481.0,,160.0,44.1,2.0,skoda
 Yeti Outdoor,2017.0,15999.0,Semi-Auto,27346.0,,160.0,51.4,2.0,skoda
 Fabia,2017.0,9299.0,Manual,33631.0,Petrol,20.0,60.1,1.2,skoda
 Yeti Outdoor,2017.0,12999.0,Semi-Auto,16622.0,Petrol,125.0,51.4,1.2,skoda
 Kodiaq,2019.0,29999.0,Automatic,11364.0,,145.0,39.2,2.0,skoda
 Fabia,2019.0,11499.0,Manual,9607.0,Petrol,145.0,61.4,1.0,
 Octavia,2014.0,8499.0,Semi-Auto,31052.0,Petrol,30.0,,1.4,
 Superb,2019.0,25995.0,Semi-Auto,4895.0,,145.0,38.2,2.0,skoda
 Fabia,2015.0,6995.0,Manual,36070.0,,20.0,60.1,1.2,skoda
 Fabia,2016.0,8490.0,Manual,46746.0,Petrol,20.0,58.9,1.2,skoda
 Superb,2016.0,12490.0,Manual,43730.0,Diesel,20.0,68.9,2.0,skoda
 Superb,2017.0,12990.0,Manual,,Diesel,20.0,67.3,2.0,skoda
 Superb,2017.0,12990.0,Semi-Auto,62731.0,Diesel,145.0,61.4,2.0,skoda
 Superb,2016.0,14990.0,Semi-Auto,64658.0,Diesel,145.0,56.5,2.0,skoda
 Citigo,2015.0,6995.0,Manual,28607.0,Petrol,20.0,62.8,1.0,skoda
 Fabia,2015.0,7879.0,Manual,25697.0,Petrol,20.0,60.1,1.2,skoda
 Fabia,2017.0,10999.0,Semi-Auto,3682.0,Petrol,145.0,60.1,1.2,skoda
 Fabia,2017.0,10499.0,Manual,15555.0,,145.0,60.1,1.2,skoda
 Superb,2017.0,16499.0,Semi-Auto,26065.0,Petrol,145.0,53.3,1.4,skoda
 Fabia,2019.0,13499.0,Manual,7296.0,Petrol,145.0,60.1,1.0,skoda
 Fabia,2016.0,7490.0,Manual,38385.0,Petrol,20.0,60.1,1.2,skoda
 Fabia,2016.0,,Manual,63230.0,Petrol,20.0,58.8,1.2,skoda
 Yeti Outdoor,2016.0,12890.0,Semi-Auto,39880.0,Diesel,,51.4,2.0,skoda
 Octavia,2017.0,16990.0,Semi-Auto,16647.0,Petrol,145.0,42.8,2.0,skoda
 Citigo,2016.0,5990.0,Manual,27514.0,Petrol,20.0,62.8,1.0,skoda
,2016.0,11290.0,Semi-Auto,,Diesel,125.0,61.4,2.0,skoda
 Superb,2017.0,13990.0,Semi-Auto,39140.0,Diesel,125.0,61.4,2.0,skoda
 Superb,,16290.0,Semi-Auto,23144.0,Diesel,145.0,62.8,2.0,skoda
 Superb,2016.0,13990.0,Semi-Auto,26365.0,Diesel,30.0,62.8,2.0,skoda
 Kodiaq,,23990.0,Automatic,20198.0,Petrol,150.0,38.2,2.0,skoda
 Karoq,2018.0,21990.0,Automatic,10877.0,Diesel,150.0,54.3,2.0,skoda
 Fabia,2019.0,11900.0,Manual,4000.0,Petrol,145.0,51.4,1.0,skoda
,2020.0,19500.0,,2000.0,Petrol,145.0,47.9,1.0,skoda
 Octavia,2019.0,15250.0,Semi-Auto,2980.0,Petrol,145.0,57.7,1.5,skoda
 Octavia,2019.0,14995.0,Semi-Auto,6583.0,Petrol,145.0,57.7,1.5,skoda
 Yeti Outdoor,2015.0,12995.0,Semi-Auto,38152.0,Diesel,200.0,44.8,2.0,skoda
 Kodiaq,2018.0,23995.0,Automatic,20867.0,Petrol,,38.2,2.0,skoda
 Rapid,2015.0,7995.0,Manual,24600.0,Diesel,20.0,67.3,1.6,skoda
 Superb,,13990.0,Semi-Auto,54577.0,Diesel,145.0,,2.0,
 Octavia,2016.0,9290.0,,59311.0,Diesel,20.0,72.4,1.6,skoda
 Octavia,2017.0,12999.0,Manual,24320.0,Diesel,150.0,65.7,2.0,skoda
 Citigo,2017.0,7799.0,Automatic,16626.0,Petrol,150.0,65.7,1.0,skoda
 Octavia,2019.0,14398.0,Semi-Auto,14652.0,Petrol,145.0,57.7,1.0,skoda
 Octavia,2019.0,13999.0,Manual,,Petrol,145.0,60.1,,skoda
 Fabia,2019.0,11499.0,Manual,14149.0,Petrol,145.0,61.4,1.0,skoda
 Octavia,2019.0,15999.0,Semi-Auto,2606.0,Petrol,150.0,55.4,1.5,skoda
 Superb,2018.0,15499.0,Manual,17937.0,Diesel,150.0,65.7,2.0,skoda
 Superb,2016.0,12999.0,Semi-Auto,43212.0,Diesel,30.0,61.4,2.0,skoda
 Octavia,2019.0,14499.0,Semi-Auto,13855.0,Petrol,145.0,61.4,1.0,skoda
 Scala,2019.0,18499.0,Automatic,,Petrol,145.0,44.8,1.5,
 Scala,2019.0,,Automatic,2159.0,Petrol,145.0,45.6,,skoda
 Scala,2020.0,22499.0,Automatic,2645.0,Diesel,145.0,54.3,1.6,skoda
 Karoq,2018.0,15999.0,Automatic,27835.0,Petrol,,54.3,1.0,skoda
 Octavia,2019.0,22499.0,Automatic,34.0,Petrol,145.0,47.9,2.0,skoda
,2019.0,26999.0,Automatic,5489.0,Petrol,145.0,,2.0,skoda
 Kamiq,,16999.0,Manual,4259.0,Petrol,145.0,,1.0,skoda
 Karoq,2019.0,22500.0,Automatic,1262.0,Petrol,145.0,50.4,1.5,skoda
 Yeti Outdoor,2017.0,13500.0,Semi-Auto,46932.0,Petrol,150.0,51.4,1.2,skoda
 Kodiaq,2020.0,32995.0,Automatic,3000.0,Diesel,150.0,39.2,2.0,skoda
 Yeti Outdoor,2015.0,11995.0,Semi-Auto,19805.0,Petrol,125.0,51.4,1.2,skoda
 Yeti Outdoor,2017.0,14995.0,Manual,20941.0,Petrol,150.0,51.4,,skoda
 Fabia,2017.0,11500.0,Semi-Auto,16942.0,Petrol,150.0,61.4,1.0,skoda
 Fabia,2015.0,7995.0,Manual,,Petrol,20.0,60.1,1.2,skoda
 Roomster,2014.0,7995.0,Semi-Auto,24606.0,Petrol,145.0,49.6,1.2,skoda
 Citigo,2015.0,6500.0,Automatic,45362.0,Petrol,20.0,64.2,1.0,skoda
 Superb,2019.0,26995.0,Semi-Auto,7016.0,Diesel,145.0,42.8,2.0,skoda
 Scala,2020.0,16995.0,Semi-Auto,1700.0,Petrol,145.0,47.1,1.0,skoda
 Yeti Outdoor,2017.0,13995.0,Semi-Auto,14790.0,Petrol,125.0,51.4,1.2,skoda
 Octavia,2017.0,13995.0,Manual,19501.0,Petrol,145.0,57.7,1.5,skoda
 Fabia,2018.0,10995.0,,11678.0,Petrol,145.0,64.2,1.0,skoda
 Octavia,2017.0,13995.0,,23217.0,Petrol,145.0,53.3,1.4,skoda
 Yeti Outdoor,2017.0,11995.0,Manual,17098.0,Petrol,125.0,51.4,1.2,skoda
 Yeti Outdoor,2017.0,13495.0,Manual,14685.0,Petrol,125.0,51.4,1.2,skoda
,2018.0,10495.0,Manual,7907.0,Petrol,145.0,64.2,1.0,skoda
 Karoq,2018.0,22495.0,Automatic,12275.0,Petrol,145.0,50.4,1.5,skoda
 Scala,2019.0,14495.0,Manual,2689.0,Petrol,145.0,49.6,1.0,skoda
 Citigo,2019.0,9995.0,Manual,2154.0,Petrol,145.0,67.3,1.0,skoda
 Fabia,2019.0,13995.0,Manual,1558.0,Petrol,145.0,52.3,1.0,skoda
 Kodiaq,2018.0,22699.0,Automatic,22886.0,Petrol,150.0,44.8,1.4,skoda
 Yeti Outdoor,2017.0,12399.0,Semi-Auto,23007.0,Petrol,150.0,51.4,1.2,skoda
 Fabia,,7999.0,Manual,14610.0,Petrol,150.0,64.2,1.0,skoda
 Octavia,2019.0,,Manual,14098.0,Diesel,150.0,67.3,1.6,skoda
 Octavia,2019.0,15699.0,Manual,7328.0,Petrol,150.0,52.3,1.5,skoda
 Octavia,2019.0,14799.0,Semi-Auto,13501.0,Petrol,150.0,57.7,1.0,skoda
 Kodiaq,2017.0,24699.0,,,Petrol,150.0,38.2,2.0,skoda
 Karoq,2019.0,18499.0,Automatic,,Diesel,150.0,62.8,1.6,skoda
 Kodiaq,2019.0,,Automatic,9904.0,Diesel,150.0,49.6,2.0,skoda
 Kodiaq,2019.0,21495.0,Automatic,8303.0,Diesel,145.0,56.5,2.0,skoda
 Yeti Outdoor,2017.0,12995.0,Semi-Auto,38881.0,Petrol,125.0,51.4,1.2,skoda
 Citigo,2018.0,8495.0,Manual,9840.0,Petrol,145.0,64.2,1.0,skoda
 Kodiaq,2019.0,23995.0,Semi-Auto,6106.0,Petrol,145.0,34.0,1.5,skoda
 Kodiaq,2019.0,31995.0,Automatic,5642.0,Diesel,145.0,42.2,2.0,skoda
 Yeti Outdoor,2017.0,13750.0,Manual,,Petrol,125.0,51.4,1.2,skoda
 Octavia,2019.0,18995.0,Automatic,1000.0,Petrol,145.0,46.3,1.5,skoda
 Rapid,2017.0,8995.0,,13272.0,Petrol,145.0,,1.2,skoda
 Yeti Outdoor,2017.0,14750.0,Semi-Auto,32443.0,Petrol,145.0,51.4,1.2,skoda
 Superb,2018.0,21500.0,Semi-Auto,33026.0,Petrol,145.0,,2.0,skoda
 Superb,2019.0,25995.0,Automatic,2932.0,Petrol,145.0,40.4,,skoda
 Citigo,2017.0,6995.0,Manual,20883.0,Petrol,145.0,68.9,1.0,skoda
 Yeti Outdoor,2016.0,10995.0,Manual,25351.0,Petrol,125.0,51.4,1.2,skoda
 Fabia,2017.0,9295.0,Manual,17065.0,Petrol,145.0,57.7,1.0,skoda
 Yeti Outdoor,2017.0,13490.0,Semi-Auto,22843.0,Petrol,125.0,51.4,1.2,skoda
,2018.0,18995.0,Manual,10101.0,,145.0,46.3,1.4,skoda
 Octavia,2015.0,14495.0,Semi-Auto,,Diesel,125.0,60.1,2.0,skoda
 Octavia,2018.0,14495.0,Semi-Auto,18682.0,Petrol,145.0,56.5,,skoda
 Citigo,2018.0,8695.0,Manual,12952.0,Petrol,145.0,64.2,1.0,skoda
 Yeti,2016.0,10995.0,Manual,28120.0,Petrol,125.0,51.4,1.2,skoda
 Rapid,2019.0,9995.0,Manual,12106.0,Petrol,145.0,58.9,1.0,skoda
 Fabia,2019.0,12995.0,Manual,3999.0,Petrol,145.0,61.4,1.0,skoda
 Karoq,2019.0,,Manual,7982.0,Diesel,145.0,42.8,2.0,
 Citigo,,9995.0,Manual,2175.0,Petrol,145.0,,1.0,skoda
 Octavia,2017.0,13250.0,Manual,35507.0,Petrol,,53.3,1.4,skoda
 Yeti Outdoor,2015.0,11500.0,Semi-Auto,42000.0,Petrol,125.0,51.4,1.2,skoda
 Superb,2019.0,,,11000.0,Diesel,145.0,47.1,2.0,skoda
 Karoq,2019.0,29495.0,Manual,2500.0,Diesel,145.0,42.8,,
 Fabia,2019.0,14995.0,Manual,1000.0,Petrol,145.0,61.4,1.0,skoda
 Scala,2019.0,16000.0,Manual,2500.0,Petrol,145.0,50.4,1.0,skoda
 Karoq,2019.0,21995.0,Automatic,4086.0,Diesel,145.0,62.8,1.6,skoda
 Yeti Outdoor,2017.0,13995.0,Semi-Auto,22271.0,Petrol,145.0,51.4,1.2,skoda
,2019.0,19995.0,Semi-Auto,7054.0,Petrol,145.0,47.9,2.0,skoda
 Octavia,2019.0,22995.0,Automatic,4583.0,,145.0,47.9,2.0,skoda
 Rapid,2015.0,5795.0,,78791.0,Diesel,20.0,70.6,1.6,skoda
,2019.0,91874.0,Automatic,3764.0,Petrol,145.0,40.9,1.5,skoda
 Citigo,2017.0,6995.0,Manual,20179.0,Petrol,,68.9,1.0,skoda
,2018.0,17750.0,Semi-Auto,14258.0,Petrol,150.0,53.3,1.4,skoda
 Kamiq,2019.0,19995.0,Semi-Auto,2090.0,Petrol,150.0,44.1,1.5,skoda
 Fabia,2017.0,9750.0,Manual,31196.0,Petrol,150.0,58.9,1.2,skoda
 Kamiq,2019.0,20995.0,Semi-Auto,4574.0,Petrol,150.0,44.1,1.5,skoda
 Fabia,2015.0,9495.0,Semi-Auto,30983.0,Petrol,20.0,58.9,1.2,skoda
 Fabia,2018.0,9495.0,Manual,15028.0,Petrol,145.0,64.2,1.0,skoda
 Karoq,2019.0,27500.0,Automatic,4992.0,Petrol,145.0,33.2,2.0,skoda
 Karoq,2019.0,27500.0,Automatic,4200.0,Petrol,145.0,33.2,2.0,skoda
,,11750.0,Semi-Auto,16000.0,Petrol,145.0,61.4,1.0,skoda
 Yeti Outdoor,2015.0,10899.0,Semi-Auto,72637.0,Diesel,160.0,51.4,2.0,skoda
 Yeti Outdoor,2015.0,10495.0,Semi-Auto,72361.0,Diesel,205.0,44.8,2.0,skoda
 Octavia,2019.0,,Semi-Auto,6500.0,Petrol,145.0,44.1,1.5,skoda
 Karoq,2019.0,19750.0,Manual,9306.0,Petrol,150.0,42.2,1.0,skoda
 Kodiaq,2019.0,26500.0,Automatic,6375.0,Diesel,150.0,42.2,2.0,skoda
 Kodiaq,2019.0,30500.0,Automatic,6250.0,Diesel,150.0,42.2,2.0,skoda
 Octavia,2019.0,14495.0,Semi-Auto,7396.0,Petrol,150.0,61.4,1.0,skoda
 Octavia,2019.0,14500.0,Manual,6200.0,Petrol,150.0,58.9,1.0,
 Citigo,2016.0,7000.0,Manual,28000.0,Petrol,20.0,64.2,1.0,skoda
 Kodiaq,2019.0,31995.0,Automatic,3805.0,Petrol,145.0,31.4,2.0,skoda
 Fabia,2019.0,12995.0,Manual,3999.0,,145.0,57.7,1.0,skoda
